State_Or_UT,Years,Cause,Male_upto_14_years,Male_15_to_29_years,Male_30_to_44_years,Male_45_to_59_years,Male_above_60_years,Total_Male,Female_upto_14_years,Female_15_to_29_years,Female_30_to_44_years,Female_45_to_59_years,Female_above_60_years,Total_Female,Grand_Total,Age_upto_14_years,Age_15_to_29_years,Age_30_to_44_years,Age_45_to_59_years,Age_above_60_years
GUJARAT,2003,Insanity/Mental Illness,1,69,89,65,41,265,2,68,82,61,40,253,518,3,137,171,126,81
GUJARAT,2003,Other Prolonged Illness,0,63,118,93,49,323,0,82,90,51,52,275,598,0,145,208,144,101
GUJARAT,2003,Death of Dear Person,0,6,8,5,2,21,0,11,17,6,2,36,57,0,17,25,11,4
GUJARAT,2003,Dowry Dispute,0,0,0,0,0,0,0,8,5,0,0,13,13,0,8,5,0,0
GUJARAT,2003,Divorce,0,0,4,7,0,11,0,4,5,1,1,11,22,0,4,9,8,1
GUJARAT,2003,Drug Abuse/Addiction,0,6,6,7,2,21,0,0,0,2,0,2,23,0,6,6,9,2
GUJARAT,2003,Failure in Examination,4,24,1,0,0,29,1,28,0,0,0,29,58,5,52,1,0,0
GUJARAT,2003,Fall in Social Reputation,1,18,24,9,5,57,0,11,11,1,1,24,81,1,29,35,10,6
GUJARAT,2003,Family Problems,5,158,146,60,9,378,11,219,124,53,20,427,805,16,377,270,113,29
GUJARAT,2003,Ideological Causes/Hero Worshipping,0,3,3,3,0,9,0,4,2,0,0,6,15,0,7,5,3,0
GUJARAT,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
GUJARAT,2003,Love Affairs,1,56,18,1,0,76,2,63,17,3,0,85,161,3,119,35,4,0
GUJARAT,2003,"Physical Abuse (Rape,Incest Etc.)",0,3,9,7,3,22,1,9,6,7,4,27,49,1,12,15,14,7
GUJARAT,2003,Poverty,0,22,39,25,7,93,1,14,22,4,3,44,137,1,36,61,29,10
GUJARAT,2003,Professional/Career Problem,0,17,24,15,1,57,0,1,3,1,0,5,62,0,18,27,16,1
GUJARAT,2003,Property Dispute,0,2,15,11,0,28,0,0,2,9,0,11,39,0,2,17,20,0
GUJARAT,2003,Unemployment,0,73,89,37,3,202,0,9,9,1,1,20,222,0,82,98,38,4
GUJARAT,2003,Causes Not known,5,226,211,94,19,555,11,167,96,23,11,308,863,16,393,307,117,30
GUJARAT,2003,Other Causes,4,97,98,36,20,255,9,90,48,14,12,173,428,13,187,146,50,32
GUJARAT,2003,Total,22,931,996,523,178,2650,43,873,581,260,159,1916,4566,65,1804,1577,783,337
GUJARAT,2003,Total Illness,2,140,226,175,101,644,6,164,185,130,102,587,1231,8,304,411,305,203
GUJARAT,2004,Bankruptcy,0,17,41,34,4,96,0,6,8,5,1,20,116,0,23,49,39,5
GUJARAT,2004,Suspected/Illicit Relation,0,15,13,0,0,28,0,24,12,0,0,36,64,0,39,25,0,0
GUJARAT,2004,Cancellation/Non-Settlement of Marriage,0,35,18,5,0,58,0,34,7,0,0,41,99,0,69,25,5,0
GUJARAT,2004,Infertility,0,4,6,10,0,20,0,25,22,3,1,51,71,0,29,28,13,1
GUJARAT,2004,Illness (Aids/STD),0,1,3,4,2,10,0,1,2,1,0,4,14,0,2,5,5,2
GUJARAT,2004,Cancer,0,1,6,5,3,15,0,0,4,1,1,6,21,0,1,10,6,4
GUJARAT,2004,Paralysis,0,1,2,9,3,15,0,0,0,1,0,1,16,0,1,2,10,3
GUJARAT,2004,Insanity/Mental Illness,3,68,103,76,27,277,2,57,89,67,29,244,521,5,125,192,143,56
GUJARAT,2004,Other Prolonged Illness,1,53,114,107,60,335,0,65,79,72,40,256,591,1,118,193,179,100
GUJARAT,2004,Death of Dear Person,0,12,7,6,2,27,0,8,13,3,3,27,54,0,20,20,9,5
GUJARAT,2004,Dowry Dispute,0,0,0,0,0,0,0,37,19,1,0,57,57,0,37,19,1,0
GUJARAT,2004,Divorce,0,3,5,7,0,15,0,12,5,0,0,17,32,0,15,10,7,0
GUJARAT,2004,Drug Abuse/Addiction,0,2,10,5,1,18,0,0,1,1,0,2,20,0,2,11,6,1
GUJARAT,2004,Failure in Examination,9,31,1,0,0,41,2,33,1,0,0,36,77,11,64,2,0,0
GUJARAT,2004,Fall in Social Reputation,0,25,25,17,6,73,0,24,8,4,1,37,110,0,49,33,21,7
GUJARAT,2004,Family Problems,6,179,115,66,20,386,3,250,145,39,14,451,837,9,429,260,105,34
GUJARAT,2004,Ideological Causes/Hero Worshipping,0,1,2,0,0,3,0,0,0,0,0,0,3,0,1,2,0,0
GUJARAT,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,8,0,0,0,8,8,0,8,0,0,0
GUJARAT,2004,Love Affairs,0,70,36,3,1,110,2,55,17,2,0,76,186,2,125,53,5,1
GUJARAT,2004,"Physical Abuse (Rape,Incest Etc.)",0,6,3,0,0,9,0,15,5,2,0,22,31,0,21,8,2,0
GUJARAT,2004,Poverty,0,21,32,24,8,85,0,15,20,6,2,43,128,0,36,52,30,10
GUJARAT,2004,Professional/Career Problem,0,17,33,19,0,69,0,3,6,1,0,10,79,0,20,39,20,0
GUJARAT,2004,Property Dispute,0,3,12,8,0,23,0,1,2,8,0,11,34,0,4,14,16,0
GUJARAT,2004,Unemployment,0,81,105,32,3,221,0,12,15,3,0,30,251,0,93,120,35,3
GUJARAT,2004,Causes Not known,7,219,203,106,23,558,15,140,79,24,12,270,828,22,359,282,130,35
GUJARAT,2004,Other Causes,8,123,142,68,17,358,5,102,45,13,5,170,528,13,225,187,81,22
GUJARAT,2004,Total,34,988,1037,611,180,2850,29,927,604,257,109,1926,4776,63,1915,1641,868,289
GUJARAT,2004,Total Illness,4,124,228,201,95,652,2,123,174,142,70,511,1163,6,247,402,343,165
GUJARAT,2005,Bankruptcy,0,19,50,29,5,103,0,10,12,1,0,23,126,0,29,62,30,5
GUJARAT,2005,Suspected/Illicit Relation,0,9,3,1,0,13,0,14,9,1,0,24,37,0,23,12,2,0
GUJARAT,2005,Cancellation/Non-Settlement of Marriage,0,26,12,2,0,40,0,27,9,0,0,36,76,0,53,21,2,0
GUJARAT,2005,Infertility,0,3,5,3,1,12,0,17,26,3,0,46,58,0,20,31,6,1
GUJARAT,2005,Illness (Aids/STD),0,1,3,3,0,7,0,2,1,0,1,4,11,0,3,4,3,1
GUJARAT,2005,Cancer,0,5,9,7,7,28,0,1,1,3,2,7,35,0,6,10,10,9
GUJARAT,2005,Paralysis,0,1,13,7,2,23,0,0,7,6,1,14,37,0,1,20,13,3
GUJARAT,2005,Insanity/Mental Illness,0,78,117,92,26,313,2,47,78,47,28,202,515,2,125,195,139,54
GUJARAT,2005,Other Prolonged Illness,0,86,117,104,65,372,3,83,82,74,43,285,657,3,169,199,178,108
GUJARAT,2005,Death of Dear Person,0,10,15,6,3,34,0,9,15,7,2,33,67,0,19,30,13,5
GUJARAT,2005,Dowry Dispute,0,0,0,0,0,0,0,22,7,0,0,29,29,0,22,7,0,0
GUJARAT,2005,Divorce,0,3,5,2,0,10,0,13,6,0,0,19,29,0,16,11,2,0
GUJARAT,2005,Drug Abuse/Addiction,0,1,12,3,1,17,0,2,0,0,0,2,19,0,3,12,3,1
GUJARAT,2005,Failure in Examination,2,36,2,0,0,40,6,30,0,0,0,36,76,8,66,2,0,0
GUJARAT,2005,Fall in Social Reputation,0,22,22,14,7,65,3,15,23,5,0,46,111,3,37,45,19,7
GUJARAT,2005,Family Problems,5,170,189,89,22,475,3,207,118,51,15,394,869,8,377,307,140,37
GUJARAT,2005,Ideological Causes/Hero Worshipping,0,3,3,0,0,6,0,2,0,0,1,3,9,0,5,3,0,1
GUJARAT,2005,Illegitimate Pregnancy,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,0,0,0
GUJARAT,2005,Love Affairs,0,61,36,13,0,110,1,54,25,1,0,81,191,1,115,61,14,0
GUJARAT,2005,"Physical Abuse (Rape,Incest Etc.)",0,6,6,3,0,15,0,10,2,1,0,13,28,0,16,8,4,0
GUJARAT,2005,Poverty,0,10,22,20,3,55,0,8,3,5,0,16,71,0,18,25,25,3
GUJARAT,2005,Professional/Career Problem,0,15,27,13,0,55,0,1,1,1,0,3,58,0,16,28,14,0
GUJARAT,2005,Property Dispute,0,0,12,9,0,21,0,0,1,7,0,8,29,0,0,13,16,0
GUJARAT,2005,Unemployment,0,82,93,38,0,213,0,15,11,0,0,26,239,0,97,104,38,0
GUJARAT,2005,Causes Not known,7,224,203,93,30,557,10,145,85,24,14,278,835,17,369,288,117,44
GUJARAT,2005,Other Causes,11,109,106,72,20,318,5,112,79,22,12,230,548,16,221,185,94,32
GUJARAT,2005,Total,25,980,1082,623,192,2902,33,851,601,259,119,1863,4765,58,1831,1683,882,311
GUJARAT,2005,Total Illness,0,171,259,213,100,743,5,133,169,130,75,512,1255,5,304,428,343,175
GUJARAT,2006,Bankruptcy,0,18,49,35,6,108,0,3,13,5,0,21,129,0,21,62,40,6
GUJARAT,2006,Suspected/Illicit Relation,0,14,8,2,0,24,1,13,6,0,0,20,44,1,27,14,2,0
GUJARAT,2006,Cancellation/Non-Settlement of Marriage,0,34,8,0,0,42,0,31,9,2,0,42,84,0,65,17,2,0
GUJARAT,2006,Infertility,0,2,4,3,0,9,0,21,24,3,0,48,57,0,23,28,6,0
GUJARAT,2006,Illness (Aids/STD),0,1,5,1,0,7,0,1,2,1,0,4,11,0,2,7,2,0
GUJARAT,2006,Cancer,0,1,11,7,5,24,0,4,6,4,3,17,41,0,5,17,11,8
GUJARAT,2006,Paralysis,0,3,1,8,2,14,0,2,1,1,1,5,19,0,5,2,9,3
GUJARAT,2006,Insanity/Mental Illness,0,67,105,89,31,292,1,65,75,53,29,223,515,1,132,180,142,60
GUJARAT,2006,Other Prolonged Illness,4,60,116,109,55,344,4,84,81,58,43,270,614,8,144,197,167,98
GUJARAT,2006,Death of Dear Person,0,4,14,15,5,38,1,6,12,16,6,41,79,1,10,26,31,11
GUJARAT,2006,Dowry Dispute,0,10,9,0,0,19,0,22,18,1,0,41,60,0,32,27,1,0
GUJARAT,2006,Divorce,0,5,7,5,1,18,0,11,4,2,0,17,35,0,16,11,7,1
GUJARAT,2006,Drug Abuse/Addiction,0,3,10,3,0,16,0,0,3,0,0,3,19,0,3,13,3,0
GUJARAT,2006,Failure in Examination,6,37,2,0,0,45,3,29,1,0,0,33,78,9,66,3,0,0
GUJARAT,2006,Fall in Social Reputation,0,17,19,24,2,62,0,14,10,4,0,28,90,0,31,29,28,2
GUJARAT,2006,Family Problems,3,175,186,107,16,487,2,219,130,70,14,435,922,5,394,316,177,30
GUJARAT,2006,Ideological Causes/Hero Worshipping,0,1,4,1,0,6,0,0,0,0,0,0,6,0,1,4,1,0
GUJARAT,2006,Illegitimate Pregnancy,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0
GUJARAT,2006,Love Affairs,0,64,26,0,0,90,1,68,14,4,0,87,177,1,132,40,4,0
GUJARAT,2006,"Physical Abuse (Rape,Incest Etc.)",0,1,8,4,0,13,0,18,1,0,1,20,33,0,19,9,4,1
GUJARAT,2006,Poverty,1,15,26,18,3,63,0,8,4,5,0,17,80,1,23,30,23,3
GUJARAT,2006,Professional/Career Problem,0,15,29,18,1,63,0,2,4,2,0,8,71,0,17,33,20,1
GUJARAT,2006,Property Dispute,0,11,24,7,2,44,0,3,5,6,0,14,58,0,14,29,13,2
GUJARAT,2006,Unemployment,0,98,100,35,3,236,0,5,11,1,0,17,253,0,103,111,36,3
GUJARAT,2006,Causes Not known,11,239,265,151,55,721,8,205,123,39,21,396,1117,19,444,388,190,76
GUJARAT,2006,Other Causes,5,91,98,52,17,263,7,89,57,21,4,178,441,12,180,155,73,21
GUJARAT,2006,Total,30,986,1134,694,204,3048,28,925,614,298,122,1987,5035,58,1911,1748,992,326
GUJARAT,2006,Total Illness,4,132,238,214,93,681,5,156,165,117,76,519,1200,9,288,403,331,169
GUJARAT,2007,Bankruptcy,1,18,29,23,3,74,0,9,6,4,0,19,93,1,27,35,27,3
GUJARAT,2007,Suspected/Illicit Relation,0,21,9,4,0,34,0,24,17,2,1,44,78,0,45,26,6,1
GUJARAT,2007,Cancellation/Non-Settlement of Marriage,0,32,12,2,0,46,0,35,9,0,0,44,90,0,67,21,2,0
GUJARAT,2007,Infertility,0,0,3,1,0,4,0,16,23,3,0,42,46,0,16,26,4,0
GUJARAT,2007,Illness (Aids/STD),0,2,6,8,5,21,0,0,6,3,2,11,32,0,2,12,11,7
GUJARAT,2007,Cancer,0,7,8,13,6,34,0,1,1,8,6,16,50,0,8,9,21,12
GUJARAT,2007,Paralysis,0,0,5,10,4,19,1,0,1,2,2,6,25,1,0,6,12,6
GUJARAT,2007,Insanity/Mental Illness,1,107,137,103,28,376,1,79,100,47,29,256,632,2,186,237,150,57
GUJARAT,2007,Other Prolonged Illness,1,109,174,130,80,494,4,84,91,78,61,318,812,5,193,265,208,141
GUJARAT,2007,Death of Dear Person,0,3,10,4,5,22,0,4,11,9,0,24,46,0,7,21,13,5
GUJARAT,2007,Dowry Dispute,0,0,0,0,0,0,0,39,8,0,0,47,47,0,39,8,0,0
GUJARAT,2007,Divorce,0,5,5,2,0,12,0,11,3,1,0,15,27,0,16,8,3,0
GUJARAT,2007,Drug Abuse/Addiction,0,6,13,9,1,29,0,0,4,0,0,4,33,0,6,17,9,1
GUJARAT,2007,Failure in Examination,7,24,2,1,0,34,7,28,0,0,0,35,69,14,52,2,1,0
GUJARAT,2007,Fall in Social Reputation,0,17,19,9,2,47,0,19,13,4,0,36,83,0,36,32,13,2
GUJARAT,2007,Family Problems,4,195,214,88,19,520,2,251,167,62,14,496,1016,6,446,381,150,33
GUJARAT,2007,Ideological Causes/Hero Worshipping,0,2,5,2,1,10,0,4,3,1,0,8,18,0,6,8,3,1
GUJARAT,2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,2,1,0,0,3,3,0,2,1,0,0
GUJARAT,2007,Love Affairs,0,59,21,1,0,81,3,54,11,1,0,69,150,3,113,32,2,0
GUJARAT,2007,"Physical Abuse (Rape,Incest Etc.)",0,2,3,0,1,6,0,9,7,1,1,18,24,0,11,10,1,2
GUJARAT,2007,Poverty,0,17,39,24,3,83,0,16,22,4,0,42,125,0,33,61,28,3
GUJARAT,2007,Professional/Career Problem,0,25,38,16,1,80,0,1,0,1,0,2,82,0,26,38,17,1
GUJARAT,2007,Property Dispute,1,1,9,9,2,22,0,0,0,1,0,1,23,1,1,9,10,2
GUJARAT,2007,Unemployment,0,76,90,15,1,182,0,10,6,0,0,16,198,0,86,96,15,1
GUJARAT,2007,Causes Not known,6,291,294,134,39,764,12,201,124,55,28,420,1184,18,492,418,189,67
GUJARAT,2007,Other Causes,12,170,121,65,13,381,5,115,54,24,15,213,594,17,285,175,89,28
GUJARAT,2007,Total,33,1189,1266,673,214,3375,35,1012,688,311,159,2205,5580,68,2201,1954,984,373
GUJARAT,2007,Total Illness,2,225,330,264,123,944,6,164,199,138,100,607,1551,8,389,529,402,223
GUJARAT,2008,Bankruptcy,0,33,70,36,4,143,0,16,13,11,0,40,183,0,49,83,47,4
GUJARAT,2008,Suspected/Illicit Relation,0,14,16,7,1,38,0,30,17,4,0,51,89,0,44,33,11,1
GUJARAT,2008,Cancellation/Non-Settlement of Marriage,0,47,18,3,0,68,0,44,14,0,0,58,126,0,91,32,3,0
GUJARAT,2008,Infertility,0,4,6,5,1,16,0,14,25,5,0,44,60,0,18,31,10,1
GUJARAT,2008,Illness (Aids/STD),0,6,9,5,3,23,0,6,5,2,2,15,38,0,12,14,7,5
GUJARAT,2008,Cancer,0,3,6,16,7,32,0,2,1,4,5,12,44,0,5,7,20,12
GUJARAT,2008,Paralysis,0,6,6,16,5,33,0,7,8,4,5,24,57,0,13,14,20,10
GUJARAT,2008,Insanity/Mental Illness,0,98,124,108,39,369,3,83,93,66,35,280,649,3,181,217,174,74
GUJARAT,2008,Other Prolonged Illness,1,82,137,106,69,395,1,76,104,74,46,301,696,2,158,241,180,115
GUJARAT,2008,Death of Dear Person,0,6,9,9,4,28,0,5,17,9,3,34,62,0,11,26,18,7
GUJARAT,2008,Dowry Dispute,0,0,0,0,0,0,0,34,13,0,0,47,47,0,34,13,0,0
GUJARAT,2008,Divorce,0,10,5,2,0,17,0,13,7,2,0,22,39,0,23,12,4,0
GUJARAT,2008,Drug Abuse/Addiction,0,17,17,6,0,40,0,2,10,0,5,17,57,0,19,27,6,5
GUJARAT,2008,Failure in Examination,3,54,2,0,0,59,3,40,3,0,0,46,105,6,94,5,0,0
GUJARAT,2008,Fall in Social Reputation,0,16,21,15,4,56,0,11,11,7,0,29,85,0,27,32,22,4
GUJARAT,2008,Family Problems,2,207,296,127,35,667,6,264,179,80,24,553,1220,8,471,475,207,59
GUJARAT,2008,Ideological Causes/Hero Worshipping,0,5,2,0,0,7,0,4,0,0,0,4,11,0,9,2,0,0
GUJARAT,2008,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2008,Love Affairs,0,56,34,11,0,101,4,60,19,0,0,83,184,4,116,53,11,0
GUJARAT,2008,"Physical Abuse (Rape,Incest Etc.)",0,1,1,0,0,2,0,10,6,0,0,16,18,0,11,7,0,0
GUJARAT,2008,Poverty,0,17,36,35,4,92,1,6,16,6,2,31,123,1,23,52,41,6
GUJARAT,2008,Professional/Career Problem,0,28,40,16,5,89,0,2,6,1,0,9,98,0,30,46,17,5
GUJARAT,2008,Property Dispute,0,4,7,8,1,20,0,3,3,1,0,7,27,0,7,10,9,1
GUJARAT,2008,Unemployment,0,93,113,21,3,230,0,9,11,1,0,21,251,0,102,124,22,3
GUJARAT,2008,Causes Not known,4,276,267,137,39,723,13,197,130,43,22,405,1128,17,473,397,180,61
GUJARAT,2008,Other Causes,15,167,180,98,27,487,8,152,75,27,19,281,768,23,319,255,125,46
GUJARAT,2008,Total,25,1250,1422,787,251,3735,39,1090,786,347,168,2430,6165,64,2340,2208,1134,419
GUJARAT,2008,Total Illness,1,195,282,251,123,852,4,174,211,150,93,632,1484,5,369,493,401,216
GUJARAT,2009,Bankruptcy,1,32,54,35,6,128,0,25,16,10,1,52,180,1,57,70,45,7
GUJARAT,2009,Suspected/Illicit Relation,0,10,16,4,0,30,0,35,16,2,0,53,83,0,45,32,6,0
GUJARAT,2009,Cancellation/Non-Settlement of Marriage,0,43,25,5,1,74,0,48,13,4,3,68,142,0,91,38,9,4
GUJARAT,2009,Infertility,0,1,8,4,0,13,0,21,26,1,0,48,61,0,22,34,5,0
GUJARAT,2009,Illness (Aids/STD),0,3,7,4,1,15,2,2,3,1,1,9,24,2,5,10,5,2
GUJARAT,2009,Cancer,0,6,15,13,8,42,0,1,4,6,5,16,58,0,7,19,19,13
GUJARAT,2009,Paralysis,0,10,12,6,5,33,0,0,3,4,3,10,43,0,10,15,10,8
GUJARAT,2009,Insanity/Mental Illness,3,87,135,78,39,342,0,94,112,65,33,304,646,3,181,247,143,72
GUJARAT,2009,Other Prolonged Illness,0,113,163,132,70,478,1,94,91,66,51,303,781,1,207,254,198,121
GUJARAT,2009,Death of Dear Person,0,8,5,7,2,22,0,7,7,2,2,18,40,0,15,12,9,4
GUJARAT,2009,Dowry Dispute,0,0,0,0,0,0,0,41,8,1,0,50,50,0,41,8,1,0
GUJARAT,2009,Divorce,0,11,4,2,0,17,0,8,8,1,1,18,35,0,19,12,3,1
GUJARAT,2009,Drug Abuse/Addiction,0,11,7,6,1,25,0,0,6,0,1,7,32,0,11,13,6,2
GUJARAT,2009,Failure in Examination,3,43,0,0,0,46,8,45,0,0,0,53,99,11,88,0,0,0
GUJARAT,2009,Fall in Social Reputation,0,19,42,17,6,84,1,32,33,11,2,79,163,1,51,75,28,8
GUJARAT,2009,Family Problems,6,235,321,120,33,715,7,297,206,97,39,646,1361,13,532,527,217,72
GUJARAT,2009,Ideological Causes/Hero Worshipping,0,0,2,1,0,3,0,0,0,0,0,0,3,0,0,2,1,0
GUJARAT,2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,10,0,0,0,10,10,0,10,0,0,0
GUJARAT,2009,Love Affairs,0,67,19,3,0,89,0,81,29,1,0,111,200,0,148,48,4,0
GUJARAT,2009,"Physical Abuse (Rape,Incest Etc.)",0,2,1,0,0,3,0,2,2,0,0,4,7,0,4,3,0,0
GUJARAT,2009,Poverty,2,37,34,21,5,99,0,18,13,7,0,38,137,2,55,47,28,5
GUJARAT,2009,Professional/Career Problem,0,24,31,19,3,77,0,1,7,0,0,8,85,0,25,38,19,3
GUJARAT,2009,Property Dispute,0,4,6,3,0,13,0,2,5,1,0,8,21,0,6,11,4,0
GUJARAT,2009,Unemployment,0,130,115,33,4,282,0,7,4,2,0,13,295,0,137,119,35,4
GUJARAT,2009,Causes Not known,9,242,256,150,40,697,6,172,110,51,22,361,1058,15,414,366,201,62
GUJARAT,2009,Other Causes,3,117,126,74,24,344,5,116,49,15,13,198,542,8,233,175,89,37
GUJARAT,2009,Total,27,1255,1404,737,248,3671,30,1159,771,348,177,2485,6156,57,2414,2175,1085,425
GUJARAT,2009,Total Illness,3,219,332,233,123,910,3,191,213,142,93,642,1552,6,410,545,375,216
GUJARAT,2010,Bankruptcy,0,40,37,29,2,108,3,5,5,3,0,16,124,3,45,42,32,2
GUJARAT,2010,Suspected/Illicit Relation,0,19,22,6,0,47,0,34,24,4,0,62,109,0,53,46,10,0
GUJARAT,2010,Cancellation/Non-Settlement of Marriage,0,25,27,9,0,61,0,37,12,6,0,55,116,0,62,39,15,0
GUJARAT,2010,Infertility,0,0,6,4,0,10,0,22,19,5,0,46,56,0,22,25,9,0
GUJARAT,2010,Illness (Aids/STD),0,6,10,6,2,24,0,1,4,2,0,7,31,0,7,14,8,2
GUJARAT,2010,Cancer,0,3,12,19,6,40,0,1,3,3,1,8,48,0,4,15,22,7
GUJARAT,2010,Paralysis,0,2,8,9,2,21,0,1,1,2,2,6,27,0,3,9,11,4
GUJARAT,2010,Insanity/Mental Illness,3,105,134,72,41,355,5,86,78,53,31,253,608,8,191,212,125,72
GUJARAT,2010,Other Prolonged Illness,0,81,152,123,72,428,3,76,82,81,63,305,733,3,157,234,204,135
GUJARAT,2010,Death of Dear Person,0,8,8,10,5,31,0,5,10,6,4,25,56,0,13,18,16,9
GUJARAT,2010,Dowry Dispute,0,1,5,0,0,6,0,31,6,0,0,37,43,0,32,11,0,0
GUJARAT,2010,Divorce,0,5,4,0,0,9,0,7,6,1,0,14,23,0,12,10,1,0
GUJARAT,2010,Drug Abuse/Addiction,0,5,13,5,2,25,1,1,0,2,0,4,29,1,6,13,7,2
GUJARAT,2010,Failure in Examination,2,41,0,0,0,43,1,40,1,0,0,42,85,3,81,1,0,0
GUJARAT,2010,Fall in Social Reputation,0,9,14,14,2,39,0,4,1,1,1,7,46,0,13,15,15,3
GUJARAT,2010,Family Problems,7,221,195,115,20,558,10,284,175,84,16,569,1127,17,505,370,199,36
GUJARAT,2010,Ideological Causes/Hero Worshipping,0,1,1,0,0,2,0,2,1,1,0,4,6,0,3,2,1,0
GUJARAT,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0
GUJARAT,2010,Love Affairs,0,66,18,4,0,88,1,73,17,1,0,92,180,1,139,35,5,0
GUJARAT,2010,"Physical Abuse (Rape,Incest Etc.)",0,0,2,0,0,2,0,5,2,0,0,7,9,0,5,4,0,0
GUJARAT,2010,Poverty,0,14,22,6,7,49,0,4,6,3,1,14,63,0,18,28,9,8
GUJARAT,2010,Professional/Career Problem,0,23,38,23,1,85,0,1,1,0,0,2,87,0,24,39,23,1
GUJARAT,2010,Property Dispute,0,8,9,3,0,20,0,0,1,0,0,1,21,0,8,10,3,0
GUJARAT,2010,Unemployment,0,100,112,36,7,255,0,6,14,7,1,28,283,0,106,126,43,8
GUJARAT,2010,Causes Not known,8,297,314,150,52,821,6,223,127,50,19,425,1246,14,520,441,200,71
GUJARAT,2010,Other Causes,17,263,249,115,42,686,12,154,126,52,19,363,1049,29,417,375,167,61
GUJARAT,2010,Total,37,1343,1412,758,263,3813,42,1105,722,367,158,2394,6207,79,2448,2134,1125,421
GUJARAT,2010,Total Illness,3,197,316,229,123,868,8,165,168,141,97,579,1447,11,362,484,370,220
GUJARAT,2011,Bankruptcy,0,46,46,29,2,123,0,4,4,3,0,11,134,0,50,50,32,2
GUJARAT,2011,Suspected/Illicit Relation,0,21,17,6,0,44,2,37,17,3,0,59,103,2,58,34,9,0
GUJARAT,2011,Cancellation/Non-Settlement of Marriage,0,32,22,5,1,60,0,35,14,14,1,64,124,0,67,36,19,2
GUJARAT,2011,Infertility,0,4,0,2,0,6,0,12,15,3,0,30,36,0,16,15,5,0
GUJARAT,2011,Illness (Aids/STD),0,2,11,8,2,23,2,3,5,4,2,16,39,2,5,16,12,4
GUJARAT,2011,Cancer,0,4,19,26,17,66,0,1,1,3,2,7,73,0,5,20,29,19
GUJARAT,2011,Paralysis,1,3,12,8,1,25,0,1,3,1,4,9,34,1,4,15,9,5
GUJARAT,2011,Insanity/Mental Illness,0,107,113,101,38,359,3,57,82,69,35,246,605,3,164,195,170,73
GUJARAT,2011,Other Prolonged Illness,0,104,160,128,77,469,2,83,114,77,56,332,801,2,187,274,205,133
GUJARAT,2011,Death of Dear Person,1,18,12,7,2,40,1,9,10,5,3,28,68,2,27,22,12,5
GUJARAT,2011,Dowry Dispute,0,0,0,0,0,0,0,7,8,0,0,15,15,0,7,8,0,0
GUJARAT,2011,Divorce,0,6,9,2,0,17,0,1,3,0,0,4,21,0,7,12,2,0
GUJARAT,2011,Drug Abuse/Addiction,0,6,6,5,0,17,0,0,1,1,0,2,19,0,6,7,6,0
GUJARAT,2011,Failure in Examination,2,42,4,0,0,48,9,43,0,0,0,52,100,11,85,4,0,0
GUJARAT,2011,Fall in Social Reputation,0,13,17,10,0,40,0,11,6,4,4,25,65,0,24,23,14,4
GUJARAT,2011,Family Problems,5,270,293,138,29,735,10,340,224,90,23,687,1422,15,610,517,228,52
GUJARAT,2011,Ideological Causes/Hero Worshipping,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,1
GUJARAT,2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,2,1,0,0,3,3,0,2,1,0,0
GUJARAT,2011,Love Affairs,0,80,37,2,0,119,1,78,21,7,0,107,226,1,158,58,9,0
GUJARAT,2011,"Physical Abuse (Rape,Incest Etc.)",0,1,3,2,1,7,0,5,4,0,0,9,16,0,6,7,2,1
GUJARAT,2011,Poverty,0,29,24,15,4,72,0,7,12,7,3,29,101,0,36,36,22,7
GUJARAT,2011,Professional/Career Problem,0,27,33,13,3,76,0,3,2,0,0,5,81,0,30,35,13,3
GUJARAT,2011,Property Dispute,0,5,17,11,0,33,0,1,3,2,0,6,39,0,6,20,13,0
GUJARAT,2011,Unemployment,0,74,68,22,1,165,0,8,9,4,1,22,187,0,82,77,26,2
GUJARAT,2011,Causes Not known,17,306,284,165,47,819,13,217,122,71,21,444,1263,30,523,406,236,68
GUJARAT,2011,Other Causes,9,224,191,95,29,548,10,128,73,31,15,257,805,19,352,264,126,44
GUJARAT,2011,Total,35,1424,1398,800,255,3912,53,1093,755,399,170,2470,6382,88,2517,2153,1199,425
GUJARAT,2011,Total Illness,1,220,315,271,135,942,7,145,205,154,99,610,1552,8,365,520,425,234
GUJARAT,2012,Bankruptcy,0,33,58,30,6,127,0,4,5,5,0,14,141,0,37,63,35,6
GUJARAT,2012,Suspected/Illicit Relation,0,14,21,8,0,43,0,19,19,7,0,45,88,0,33,40,15,0
GUJARAT,2012,Cancellation/Non-Settlement of Marriage,0,32,25,5,0,62,0,38,15,6,2,61,123,0,70,40,11,2
